YearofBirth,Gender,Ethnicity,ChildFirstName,Count,Rank,PartitionKey,RowKey
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Claire,30,21,2016,Claire
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Audrey,29,22,2016,Audrey
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Jessica,29,22,2016,Jessica
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Zoey,29,22,2016,Zoey
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophie,28,23,2016,Sophie
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Rachel,28,23,2016,Rachel
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Alice,28,23,2016,Alice
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Zainab,28,23,2016,Zainab
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Phoebe,27,24,2016,Phoebe
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Amy,27,24,2016,Amy
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Bella,27,24,2016,Bella
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Zara,26,25,2016,Zara
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Eva,26,25,2016,Eva
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Kayla,26,25,2016,Kayla
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Maryam,26,25,2016,Maryam
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Annie,26,25,2016,Annie
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Ellie,25,26,2016,Ellie
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Tiffany,25,26,2016,Tiffany
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Aisha,25,26,2016,Aisha
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Angelina,25,26,2016,Angelina
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Katherine,24,27,2016,Katherine
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Natalie,24,27,2016,Natalie
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Avery,24,27,2016,Avery
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Jasmine,24,27,2016,Jasmine
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Riley,24,27,2016,Riley
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Alexandra,23,28,2016,Alexandra
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Michelle,23,28,2016,Michelle
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Cynthia,23,28,2016,Cynthia
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Madison,23,28,2016,Madison
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Hailey,23,28,2016,Hailey
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Aleena,23,28,2016,Aleena
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Elena,23,28,2016,Elena
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Melody,22,29,2016,Melody
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Kaylee,21,30,2016,Kaylee
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Ivy,21,30,2016,Ivy
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Elizabeth,21,30,2016,Elizabeth
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Chelsea,21,30,2016,Chelsea
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Irene,20,31,2016,Irene
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Sofia,20,31,2016,Sofia
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabelle,20,31,2016,Isabelle
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Tenzin,20,31,2016,Tenzin
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Allison,20,31,2016,Allison
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Aizah,20,31,2016,Aizah
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Queenie,20,31,2016,Queenie
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Leah,20,31,2016,Leah
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Stephanie,19,32,2016,Stephanie
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Myra,19,32,2016,Myra
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Harper,19,32,2016,Harper
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Inaaya,19,32,2016,Inaaya
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Alyssa,19,32,2016,Alyssa
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Ariel,19,32,2016,Ariel
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Nina,18,33,2016,Nina
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Joyce,18,33,2016,Joyce
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Katie,18,33,2016,Katie
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Iris,18,33,2016,Iris
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Lily,18,33,2016,Lily
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Christina,18,33,2016,Christina
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Mila,17,34,2016,Mila
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Kaitlyn,17,34,2016,Kaitlyn
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Crystal,17,34,2016,Crystal
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Alisha,17,34,2016,Alisha
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Cindy,17,34,2016,Cindy
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Nicole,17,34,2016,Nicole
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Hanna,16,35,2016,Hanna
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Arianna,16,35,2016,Arianna
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Amber,16,35,2016,Amber
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Hoorain,16,35,2016,Hoorain
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Amanda,16,35,2016,Amanda
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Queena,16,35,2016,Queena
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Catherine,16,35,2016,Catherine
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Kelly,16,35,2016,Kelly
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Manha,16,35,2016,Manha
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Sara,16,35,2016,Sara
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Ayat,15,36,2016,Ayat
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Penelope,15,36,2016,Penelope
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Serena,15,36,2016,Serena
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Hana,15,36,2016,Hana
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Athena,15,36,2016,Athena
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Jocelyn,15,36,2016,Jocelyn
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Julia,15,36,2016,Julia
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Leanna,14,37,2016,Leanna
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Samantha,14,37,2016,Samantha
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Lydia,14,37,2016,Lydia
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Elaine,14,37,2016,Elaine
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Vicky,14,37,2016,Vicky
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Clara,14,37,2016,Clara
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Winnie,14,37,2016,Winnie
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Inaya,14,37,2016,Inaya
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Emilia,14,37,2016,Emilia
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Jacqueline,14,37,2016,Jacqueline
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Mina,14,37,2016,Mina
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Amaya,13,38,2016,Amaya
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Sharon,13,38,2016,Sharon
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Angel,13,38,2016,Angel
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Haniya,13,38,2016,Haniya
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Lucy,13,38,2016,Lucy
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Elsa,13,38,2016,Elsa
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Meera,12,39,2016,Meera
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Stella,12,39,2016,Stella
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Jessie,12,39,2016,Jessie
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Joy,12,39,2016,Joy
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Anne,12,39,2016,Anne
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Amara,12,39,2016,Amara
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Carina,12,39,2016,Carina
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Savannah,12,39,2016,Savannah
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Selina,12,39,2016,Selina
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Karen,12,39,2016,Karen
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Valerie,12,39,2016,Valerie
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Luna,12,39,2016,Luna
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Esther,12,39,2016,Esther
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Annabelle,12,39,2016,Annabelle
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Eleanor,12,39,2016,Eleanor
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Celine,12,39,2016,Celine
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Nora,11,40,2016,Nora
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Kira,11,40,2016,Kira
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Yuna,11,40,2016,Yuna
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Layla,11,40,2016,Layla
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Taylor,11,40,2016,Taylor
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Noor,11,40,2016,Noor
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Bonnie,11,40,2016,Bonnie
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Jenny,11,40,2016,Jenny
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Sylvia,11,40,2016,Sylvia
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Scarlett,11,40,2016,Scarlett
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Hareem,11,40,2016,Hareem
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Miranda,11,40,2016,Miranda
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Lillian,11,40,2016,Lillian
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Amina,11,40,2016,Amina
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Zahra,11,40,2016,Zahra
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Mahnoor,11,40,2016,Mahnoor
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Eunice,11,40,2016,Eunice
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Laura,10,41,2016,Laura
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Summer,10,41,2016,Summer
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Jannatul,10,41,2016,Jannatul
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Mariam,10,41,2016,Mariam
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Leela,10,41,2016,Leela
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Brianna,10,41,2016,Brianna
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Anabia,10,41,2016,Anabia
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Lia,10,41,2016,Lia
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Anjali,10,41,2016,Anjali
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Caroline,10,41,2016,Caroline
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Aileen,10,41,2016,Aileen
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Amira,10,41,2016,Amira
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Hazel,10,41,2016,Hazel
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Syeda,10,41,2016,Syeda
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Arisha,10,41,2016,Arisha
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Aliyah,10,41,2016,Aliyah
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Mira,10,41,2016,Mira
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Keira,10,41,2016,Keira
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Livia,10,41,2016,Livia
2016,FEMALE,BLACK NON HISPANIC,Ava,109,1,2016,Ava
2016,FEMALE,BLACK NON HISPANIC,Madison,104,2,2016,Madison
2016,FEMALE,BLACK NON HISPANIC,Skylar,68,3,2016,Skylar
2016,FEMALE,BLACK NON HISPANIC,Riley,65,4,2016,Riley
2016,FEMALE,BLACK NON HISPANIC,Aaliyah,57,5,2016,Aaliyah
2016,FEMALE,BLACK NON HISPANIC,Savannah,54,6,2016,Savannah
2016,FEMALE,BLACK NON HISPANIC,Chloe,51,7,2016,Chloe
2016,FEMALE,BLACK NON HISPANIC,Olivia,49,8,2016,Olivia
2016,FEMALE,BLACK NON HISPANIC,Abigail,48,9,2016,Abigail
2016,FEMALE,BLACK NON HISPANIC,Fatoumata,48,9,2016,Fatoumata
2016,FEMALE,BLACK NON HISPANIC,Peyton,46,10,2016,Peyton
2016,FEMALE,BLACK NON HISPANIC,Zoe,45,11,2016,Zoe
2016,FEMALE,BLACK NON HISPANIC,Isabella,44,12,2016,Isabella
2016,FEMALE,BLACK NON HISPANIC,Faith,43,13,2016,Faith
2016,FEMALE,BLACK NON HISPANIC,London,41,14,2016,London
2016,FEMALE,BLACK NON HISPANIC,Autumn,41,14,2016,Autumn
2016,FEMALE,BLACK NON HISPANIC,Sophia,40,15,2016,Sophia
2016,FEMALE,BLACK NON HISPANIC,Malia,38,16,2016,Malia
2016,FEMALE,BLACK NON HISPANIC,Brielle,38,16,2016,Brielle
2016,FEMALE,BLACK NON HISPANIC,Amelia,37,17,2016,Amelia
2016,FEMALE,BLACK NON HISPANIC,Taylor,37,17,2016,Taylor
2016,FEMALE,BLACK NON HISPANIC,Mia,37,17,2016,Mia
2016,FEMALE,BLACK NON HISPANIC,Fatima,36,18,2016,Fatima
2016,FEMALE,BLACK NON HISPANIC,Nevaeh,35,19,2016,Nevaeh
2016,FEMALE,BLACK NON HISPANIC,Arianna,35,19,2016,Arianna
2016,FEMALE,BLACK NON HISPANIC,Kayla,35,19,2016,Kayla
2016,FEMALE,BLACK NON HISPANIC,Zoey,34,20,2016,Zoey
2016,FEMALE,BLACK NON HISPANIC,Nia,34,20,2016,Nia
2016,FEMALE,BLACK NON HISPANIC,Kylie,34,20,2016,Kylie
2016,FEMALE,BLACK NON HISPANIC,Gabrielle,33,21,2016,Gabrielle
2016,FEMALE,BLACK NON HISPANIC,Aisha,33,21,2016,Aisha
2016,FEMALE,BLACK NON HISPANIC,Aria,33,21,2016,Aria
2016,FEMALE,BLACK NON HISPANIC,Serenity,33,21,2016,Serenity
2016,FEMALE,BLACK NON HISPANIC,Laila,32,22,2016,Laila
2016,FEMALE,BLACK NON HISPANIC,Khloe,32,22,2016,Khloe
2016,FEMALE,BLACK NON HISPANIC,Naomi,32,22,2016,Naomi
2016,FEMALE,BLACK NON HISPANIC,Leah,32,22,2016,Leah
2016,FEMALE,BLACK NON HISPANIC,Makayla,32,22,2016,Makayla
2016,FEMALE,BLACK NON HISPANIC,Mariam,31,23,2016,Mariam
2016,FEMALE,BLACK NON HISPANIC,Paige,30,24,2016,Paige
2016,FEMALE,BLACK NON HISPANIC,Zuri,30,24,2016,Zuri
2016,FEMALE,BLACK NON HISPANIC,Mariama,30,24,2016,Mariama
2016,FEMALE,BLACK NON HISPANIC,Victoria,30,24,2016,Victoria
2016,FEMALE,BLACK NON HISPANIC,Jasmine,28,25,2016,Jasmine
2016,FEMALE,BLACK NON HISPANIC,Grace,28,25,2016,Grace
2016,FEMALE,BLACK NON HISPANIC,Nyla,28,25,2016,Nyla
2016,FEMALE,BLACK NON HISPANIC,Morgan,28,25,2016,Morgan
2016,FEMALE,BLACK NON HISPANIC,Aminata,27,26,2016,Aminata
2016,FEMALE,BLACK NON HISPANIC,Emily,26,27,2016,Emily
2016,FEMALE,BLACK NON HISPANIC,Lauren,26,27,2016,Lauren
2016,FEMALE,BLACK NON HISPANIC,Layla,25,28,2016,Layla
2016,FEMALE,BLACK NON HISPANIC,Sarah,25,28,2016,Sarah
2016,FEMALE,BLACK NON HISPANIC,Hailey,25,28,2016,Hailey
2016,FEMALE,BLACK NON HISPANIC,Miracle,25,28,2016,Miracle
2016,FEMALE,BLACK NON HISPANIC,Ariah,25,28,2016,Ariah
2016,FEMALE,BLACK NON HISPANIC,Emma,24,29,2016,Emma
2016,FEMALE,BLACK NON HISPANIC,Amina,24,29,2016,Amina
2016,FEMALE,BLACK NON HISPANIC,Amiyah,24,29,2016,Amiyah
2016,FEMALE,BLACK NON HISPANIC,Nylah,24,29,2016,Nylah
2016,FEMALE,BLACK NON HISPANIC,Chelsea,23,30,2016,Chelsea
2016,FEMALE,BLACK NON HISPANIC,Heaven,23,30,2016,Heaven
2016,FEMALE,BLACK NON HISPANIC,Bella,23,30,2016,Bella
2016,FEMALE,BLACK NON HISPANIC,Ariana,23,30,2016,Ariana
2016,FEMALE,BLACK NON HISPANIC,Elizabeth,23,30,2016,Elizabeth
2016,FEMALE,BLACK NON HISPANIC,Trinity,22,31,2016,Trinity
2016,FEMALE,BLACK NON HISPANIC,Amaya,22,31,2016,Amaya
2016,FEMALE,BLACK NON HISPANIC,Genesis,22,31,2016,Genesis
2016,FEMALE,BLACK NON HISPANIC,Paris,22,31,2016,Paris
2016,FEMALE,BLACK NON HISPANIC,Jordyn,22,31,2016,Jordyn
2016,FEMALE,BLACK NON HISPANIC,Ariel,22,31,2016,Ariel
2016,FEMALE,BLACK NON HISPANIC,Gabriella,21,32,2016,Gabriella
2016,FEMALE,BLACK NON HISPANIC,Kennedy,21,32,2016,Kennedy
2016,FEMALE,BLACK NON HISPANIC,Talia,21,32,2016,Talia
2016,FEMALE,BLACK NON HISPANIC,Mariah,21,32,2016,Mariah
2016,FEMALE,BLACK NON HISPANIC,Imani,21,32,2016,Imani
2016,FEMALE,BLACK NON HISPANIC,Jayla,20,33,2016,Jayla
2016,FEMALE,BLACK NON HISPANIC,Kaylee,20,33,2016,Kaylee
2016,FEMALE,BLACK NON HISPANIC,Dakota,20,33,2016,Dakota
2016,FEMALE,BLACK NON HISPANIC,Destiny,20,33,2016,Destiny
2016,FEMALE,BLACK NON HISPANIC,Alyssa,20,33,2016,Alyssa
2016,FEMALE,BLACK NON HISPANIC,Kimora,20,33,2016,Kimora
2016,FEMALE,BLACK NON HISPANIC,Maya,20,33,2016,Maya
2016,FEMALE,BLACK NON HISPANIC,Sydney,20,33,2016,Sydney
2016,FEMALE,BLACK NON HISPANIC,Charlotte,19,34,2016,Charlotte
2016,FEMALE,BLACK NON HISPANIC,Leilani,19,34,2016,Leilani
2016,FEMALE,BLACK NON HISPANIC,Michelle,19,34,2016,Michelle
2016,FEMALE,BLACK NON HISPANIC,Aliyah,18,35,2016,Aliyah
2016,FEMALE,BLACK NON HISPANIC,Aniyah,18,35,2016,Aniyah
2016,FEMALE,BLACK NON HISPANIC,Tori,18,35,2016,Tori
2016,FEMALE,BLACK NON HISPANIC,Aubrey,18,35,2016,Aubrey
2016,FEMALE,BLACK NON HISPANIC,Avery,18,35,2016,Avery
2016,FEMALE,BLACK NON HISPANIC,Lyric,18,35,2016,Lyric
2016,FEMALE,BLACK NON HISPANIC,Arielle,17,36,2016,Arielle
2016,FEMALE,BLACK NON HISPANIC,Eliana,17,36,2016,Eliana
2016,FEMALE,BLACK NON HISPANIC,Mya,17,36,2016,Mya
2016,FEMALE,BLACK NON HISPANIC,Kiara,17,36,2016,Kiara
2016,FEMALE,BLACK NON HISPANIC,Egypt,17,36,2016,Egypt
2016,FEMALE,BLACK NON HISPANIC,Hannah,17,36,2016,Hannah
2016,FEMALE,BLACK NON HISPANIC,Journee,16,37,2016,Journee
2016,FEMALE,BLACK NON HISPANIC,Anaya,16,37,2016,Anaya
2016,FEMALE,BLACK NON HISPANIC,Skyla,16,37,2016,Skyla
2016,FEMALE,BLACK NON HISPANIC,Janelle,16,37,2016,Janelle
2016,FEMALE,BLACK NON HISPANIC,Harmony,16,37,2016,Harmony
2016,FEMALE,BLACK NON HISPANIC,Isabelle,16,37,2016,Isabelle
2016,FEMALE,BLACK NON HISPANIC,Alani,15,38,2016,Alani
2016,FEMALE,BLACK NON HISPANIC,Brianna,15,38,2016,Brianna
2016,FEMALE,BLACK NON HISPANIC,Zariah,15,38,2016,Zariah
2016,FEMALE,BLACK NON HISPANIC,Maliyah,15,38,2016,Maliyah
2016,FEMALE,BLACK NON HISPANIC,Jade,15,38,2016,Jade
2016,FEMALE,BLACK NON HISPANIC,Amira,15,38,2016,Amira
2016,FEMALE,BLACK NON HISPANIC,Sage,15,38,2016,Sage
2016,FEMALE,BLACK NON HISPANIC,Kali,14,39,2016,Kali
2016,FEMALE,BLACK NON HISPANIC,Brooke,14,39,2016,Brooke
2016,FEMALE,BLACK NON HISPANIC,Zara,14,39,2016,Zara
2016,FEMALE,BLACK NON HISPANIC,Nala,14,39,2016,Nala
2016,FEMALE,BLACK NON HISPANIC,Londyn,14,39,2016,Londyn
2016,FEMALE,BLACK NON HISPANIC,Amirah,14,39,2016,Amirah
2016,FEMALE,BLACK NON HISPANIC,McKenzie,14,39,2016,McKenzie
2016,FEMALE,BLACK NON HISPANIC,Sarai,14,39,2016,Sarai
2016,FEMALE,BLACK NON HISPANIC,Nova,14,39,2016,Nova
2016,FEMALE,BLACK NON HISPANIC,Gianna,13,40,2016,Gianna
2016,FEMALE,BLACK NON HISPANIC,Eva,13,40,2016,Eva
2016,FEMALE,BLACK NON HISPANIC,Joy,13,40,2016,Joy
2016,FEMALE,BLACK NON HISPANIC,Danielle,13,40,2016,Danielle
2016,FEMALE,BLACK NON HISPANIC,Mackenzie,13,40,2016,Mackenzie
2016,FEMALE,BLACK NON HISPANIC,Christina,13,40,2016,Christina
2016,FEMALE,BLACK NON HISPANIC,Alexis,13,40,2016,Alexis
2016,FEMALE,BLACK NON HISPANIC,Addison,13,40,2016,Addison
2016,FEMALE,BLACK NON HISPANIC,Harper,12,41,2016,Harper
2016,FEMALE,BLACK NON HISPANIC,Bintou,12,41,2016,Bintou
2016,FEMALE,BLACK NON HISPANIC,Marley,12,41,2016,Marley
2016,FEMALE,BLACK NON HISPANIC,Janiyah,12,41,2016,Janiyah
2016,FEMALE,BLACK NON HISPANIC,Tianna,12,41,2016,Tianna
2016,FEMALE,BLACK NON HISPANIC,Journey,12,41,2016,Journey
2016,FEMALE,BLACK NON HISPANIC,Milani,12,41,2016,Milani
2016,FEMALE,BLACK NON HISPANIC,Oumou,12,41,2016,Oumou
2016,FEMALE,BLACK NON HISPANIC,Amara,12,41,2016,Amara
2016,FEMALE,BLACK NON HISPANIC,Eden,12,41,2016,Eden
2016,FEMALE,BLACK NON HISPANIC,Sasha,12,41,2016,Sasha
2016,FEMALE,BLACK NON HISPANIC,Jada,12,41,2016,Jada
2016,FEMALE,BLACK NON HISPANIC,Cali,12,41,2016,Cali
2016,FEMALE,BLACK NON HISPANIC,Ella,12,41,2016,Ella
2016,FEMALE,BLACK NON HISPANIC,Princess,11,42,2016,Princess
2016,FEMALE,BLACK NON HISPANIC,Melanie,11,42,2016,Melanie
